Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Doors,Cylinders,Price
Hyundai,Elantra,2007,63883,1.5,119,3793,Gasoline,Manual,4,6,29966
Mercedes,E-Class,2011,82143,3.5,282,4548,Diesel,Automatic,4,4,66645
Honda,CR-V,2021,78531,1.5,119,3808,Gasoline,CVT,4,4,57290
Audi,A6,2010,49466,2.5,171,2968,Gasoline,Automatic,4,4,60951
Toyota,Highlander,2017,86476,3.5,273,5248,Gasoline,CVT,4,4,64829
Toyota,Camry,2023,43543,6.0,342,3189,Gasoline,Automatic,4,4,95722
Chevrolet,Silverado,2014,83984,2.0,103,4420,Hybrid,Automatic,4,6,45813
Volkswagen,Golf,2020,54014,3.0,240,3604,Gasoline,Automatic,2,4,66866
Volkswagen,Golf,2007,106184,6.0,448,3380,Gasoline,Automatic,4,4,70762
Ford,F-150,2014,58512,4.0,302,3446,Gasoline,Automatic,4,4,63395
Honda,Pilot,2007,54795,5.0,282,3539,Gasoline,Automatic,4,6,59124
Chevrolet,Malibu,2005,99932,6.0,339,3240,Gasoline,Automatic,4,4,63842
Mercedes,C-Class,2013,67204,3.0,186,3012,Electric,CVT,4,6,72976
Honda,HR-V,2024,74859,4.0,228,3605,Gasoline,CVT,4,6,77188
Audi,Q5,2017,80661,3.0,225,3404,Hybrid,Automatic,2,6,81513
Toyota,4Runner,2021,89769,3.5,322,3674,Hybrid,Automatic,2,4,79724
Ford,Ranger,2005,62413,6.0,405,3650,Gasoline,Automatic,2,4,63145
Honda,Pilot,2012,16682,6.0,382,2938,Hybrid,Automatic,4,6,84579
Volkswagen,Tiguan,2023,23304,4.0,365,2870,Gasoline,Automatic,4,6,87997
Toyota,Highlander,2008,114682,2.0,266,3890,Gasoline,Automatic,2,4,32395
Mercedes,E-Class,2021,67585,3.0,121,3679,Gasoline,Automatic,4,8,79072
Volkswagen,Golf,2021,155992,1.5,101,3580,Gasoline,Automatic,4,6,46636
Toyota,Camry,2013,79256,3.0,227,3163,Gasoline,Automatic,4,4,52025
Nissan,Pathfinder,2022,115591,2.0,152,2732,Gasoline,Automatic,4,6,50774
Toyota,4Runner,2008,33089,2.0,140,3513,Gasoline,Automatic,2,4,36929
Volkswagen,Atlas,2010,104796,2.5,248,3796,Diesel,Automatic,4,4,46098
Toyota,Camry,2016,85361,2.0,158,3161,Gasoline,Automatic,2,4,47771
Toyota,Highlander,2020,82581,2.5,196,3014,Electric,Automatic,4,4,61499
Ford,Escape,2016,41386,6.0,370,1769,Gasoline,Automatic,4,6,90519
Nissan,Altima,2009,79787,2.0,159,3720,Gasoline,Automatic,4,4,30941
Nissan,Pathfinder,2016,64672,5.0,437,3714,Gasoline,Automatic,4,4,77296
Volkswagen,Golf,2019,106916,4.0,272,3385,Hybrid,CVT,4,6,74516
Ford,F-150,2008,47997,5.0,359,4100,Gasoline,Automatic,4,8,67609
Ford,Mustang,2012,67934,6.0,395,2075,Gasoline,Automatic,4,6,78622
Honda,Civic,2013,66505,2.5,235,3416,Gasoline,Automatic,4,4,48298
Chevrolet,Equinox,2009,76827,1.5,148,3141,Gasoline,Automatic,2,8,33141
Nissan,Pathfinder,2020,73119,2.5,207,2929,Gasoline,Automatic,4,4,58990
Ford,F-150,2007,43058,6.0,397,3510,Electric,CVT,4,4,77251
Ford,Explorer,2008,76899,3.0,252,2957,Hybrid,Automatic,4,6,50357
Chevrolet,Silverado,2011,106880,3.5,290,3406,Gasoline,Automatic,4,4,54428
Toyota,Camry,2009,46062,3.5,285,3308,Gasoline,CVT,4,4,54122
Mercedes,C-Class,2015,85879,6.0,455,3377,Hybrid,Automatic,4,4,105923
Honda,Civic,2021,54882,3.5,331,2871,Hybrid,Manual,4,4,90852
Volkswagen,Jetta,2006,16096,2.0,210,3136,Hybrid,Automatic,4,6,46446
Mercedes,E-Class,2021,46086,2.0,194,3455,Gasoline,Automatic,4,4,79624
Mercedes,GLE,2013,43844,2.0,104,3930,Gasoline,Automatic,2,6,53305
Honda,Pilot,2019,65547,5.0,335,3826,Gasoline,Automatic,4,4,85573
Volkswagen,Tiguan,2012,84465,5.0,351,2639,Gasoline,Automatic,4,4,67956
Ford,Escape,2022,49717,3.5,267,3886,Gasoline,Automatic,4,4,77316
Chevrolet,Tahoe,2006,35323,3.5,317,3655,Gasoline,Automatic,4,4,52420
Volkswagen,Tiguan,2007,25923,3.5,300,3065,Gasoline,Manual,4,4,51708
Nissan,Sentra,2013,126615,3.0,238,3326,Hybrid,Automatic,4,8,60911
Ford,Explorer,2008,107956,2.5,184,4453,Hybrid,Automatic,4,4,39423
Honda,Civic,2015,86707,4.0,238,3258,Gasoline,CVT,2,4,58795
Mercedes,GLE,2015,74059,2.5,187,2994,Diesel,Automatic,4,6,64267
Ford,Mustang,2013,75030,6.0,427,3267,Diesel,Automatic,4,4,82610
Toyota,Tacoma,2016,31299,3.5,219,3689,Hybrid,Automatic,4,4,73203
Hyundai,Tucson,2012,45899,3.0,208,3887,Gasoline,Automatic,4,6,50704
Ford,Mustang,2023,36708,2.0,146,3440,Gasoline,CVT,4,8,56900
BMW,5 Series,2013,53348,2.0,210,3767,Gasoline,Automatic,2,4,67842
Mercedes,E-Class,2018,87328,3.0,202,4581,Hybrid,CVT,4,6,76494
Audi,A4,2006,130539,4.0,232,4061,Gasoline,Manual,2,8,63355
Chevrolet,Malibu,2012,51645,4.0,321,3139,Gasoline,Manual,4,4,59953
BMW,3 Series,2020,71936,3.5,369,3523,Gasoline,Automatic,4,4,91739
Chevrolet,Silverado,2006,82690,1.5,90,2976,Gasoline,Manual,2,6,20872
Chevrolet,Silverado,2020,119557,1.5,94,3565,Hybrid,Automatic,4,4,50477
Chevrolet,Silverado,2015,102402,3.5,268,3358,Gasoline,CVT,4,4,62105
Nissan,Rogue,2019,36618,2.0,109,4149,Gasoline,Automatic,4,4,58856
BMW,X3,2012,64859,4.0,321,3811,Gasoline,Automatic,4,6,73024
BMW,3 Series,2006,15302,4.0,306,3621,Hybrid,Manual,4,4,75750
Honda,Pilot,2011,83800,6.0,395,3221,Electric,CVT,4,4,86730
Ford,Ranger,2013,100,4.0,266,2990,Hybrid,Automatic,4,6,77742
Nissan,Altima,2014,116141,3.0,230,4616,Hybrid,Automatic,4,6,54414
Audi,A4,2022,69531,3.5,248,4163,Gasoline,CVT,4,4,91141
Mercedes,C-Class,2023,11574,5.0,383,4220,Diesel,Manual,4,6,101761
Volkswagen,Atlas,2023,92898,1.5,170,3258,Hybrid,CVT,4,4,69449
Toyota,Camry,2021,60091,6.0,384,4546,Gasoline,CVT,4,8,96084
Nissan,Altima,2020,60934,4.0,322,2940,Gasoline,Automatic,4,4,80457
Honda,Civic,2009,41799,4.0,239,4688,Hybrid,Automatic,4,6,66477
Hyundai,Elantra,2012,100,1.5,176,3561,Gasoline,Automatic,4,6,46692
Audi,Q7,2020,97432,6.0,451,2706,Gasoline,Automatic,4,6,106734
Toyota,RAV4,2014,65148,2.5,178,4127,Gasoline,Automatic,4,4,52316
Volkswagen,Jetta,2007,7246,3.0,243,4585,Gasoline,Manual,4,6,48947
Chevrolet,Malibu,2012,47858,2.5,162,3549,Hybrid,Automatic,4,4,54195
Volkswagen,Golf,2005,18797,6.0,440,4276,Gasoline,Automatic,4,4,71430
Audi,A4,2006,35610,3.0,287,3368,Gasoline,Automatic,4,6,63909
Chevrolet,Malibu,2016,57292,2.0,93,3478,Hybrid,Automatic,4,6,51715
Ford,F-150,2016,85617,4.0,290,2921,Gasoline,Automatic,2,8,69927
Volkswagen,Tiguan,2014,79118,1.5,109,3660,Gasoline,Automatic,4,4,45201
Volkswagen,Tiguan,2006,100,3.5,242,4673,Diesel,Automatic,4,6,49248
Hyundai,Santa Fe,2014,79238,2.0,210,2809,Gasoline,Manual,2,8,42659
Nissan,Rogue,2006,12512,6.0,399,3364,Gasoline,Automatic,2,6,76518
Mercedes,E-Class,2019,38225,4.0,275,3796,Gasoline,Automatic,4,4,93219
Nissan,Sentra,2019,65303,2.0,188,4238,Gasoline,Automatic,4,8,57789
Mercedes,E-Class,2024,95090,3.5,269,3547,Gasoline,Automatic,4,4,88485
Toyota,RAV4,2022,45511,6.0,414,4736,Gasoline,Automatic,4,4,107226
Chevrolet,Malibu,2007,41689,1.5,149,2935,Gasoline,Automatic,2,4,33112
Hyundai,Elantra,2018,85224,2.0,154,3528,Gasoline,Automatic,4,8,58924
Nissan,Pathfinder,2012,53807,6.0,371,3299,Gasoline,Automatic,4,6,75067
Mercedes,GLC,2008,105683,2.5,300,3215,Gasoline,Automatic,4,8,54796
Ford,Escape,2012,99041,2.0,218,3144,Gasoline,Automatic,4,4,40889
Hyundai,Elantra,2016,72707,2.5,228,3242,Hybrid,Automatic,4,4,65931
Ford,Explorer,2014,87709,4.0,302,2693,Hybrid,Automatic,4,4,71423
Honda,Civic,2008,39931,3.0,272,3445,Gasoline,Manual,4,6,49002
Toyota,4Runner,2016,101263,1.5,117,3453,Diesel,Automatic,4,4,47398
Honda,Pilot,2009,91891,3.0,202,2961,Gasoline,Automatic,4,6,48484
Toyota,4Runner,2020,75627,5.0,359,2912,Gasoline,CVT,4,4,85524
Honda,CR-V,2021,54538,6.0,416,3365,Gasoline,Automatic,4,4,98302
Honda,Pilot,2010,38224,5.0,373,4512,Electric,Automatic,4,8,76687
Nissan,Altima,2020,93364,2.5,211,3593,Hybrid,Automatic,4,4,69109
Honda,Civic,2010,108427,2.5,182,2538,Diesel,Automatic,4,8,39468
Chevrolet,Tahoe,2015,73557,1.5,82,3381,Gasoline,Automatic,4,4,40977
Honda,Pilot,2010,58369,5.0,360,4474,Gasoline,Automatic,4,6,69696
Honda,Civic,2020,60499,3.5,265,3699,Diesel,Manual,4,4,72367
Volkswagen,Golf,2024,70147,3.0,102,4454,Electric,Automatic,4,4,76825
Chevrolet,Tahoe,2009,100,1.5,170,3771,Gasoline,Automatic,2,8,42711
Audi,Q5,2014,50633,2.5,117,3593,Gasoline,CVT,4,4,58620
Volkswagen,Golf,2012,110933,5.0,424,1511,Diesel,Automatic,4,6,76332
Mercedes,GLE,2011,103138,2.0,162,3007,Gasoline,Automatic,4,8,50401
Toyota,Corolla,2022,97297,6.0,440,3836,Hybrid,Automatic,4,8,103107
Nissan,Rogue,2017,74963,3.5,328,3598,Gasoline,Automatic,4,4,70074
Honda,Accord,2015,61354,4.0,280,2989,Gasoline,CVT,4,8,62801
Audi,A6,2022,131434,1.5,141,2846,Gasoline,CVT,4,4,61797
Nissan,Pathfinder,2019,100,3.5,231,3350,Gasoline,Automatic,2,6,76161
Ford,Ranger,2010,73455,2.0,253,4301,Gasoline,Automatic,4,4,30570
Audi,Q7,2013,122511,2.5,280,4524,Gasoline,CVT,4,4,58639
Ford,Ranger,2024,38151,1.5,87,4404,Diesel,Automatic,4,8,61096
Audi,A6,2015,84845,5.0,368,4672,Hybrid,Manual,4,4,93665
Ford,Ranger,2009,17167,6.0,366,2552,Hybrid,CVT,4,6,83242
Honda,CR-V,2012,60119,2.0,156,3495,Electric,Automatic,4,4,54374
Mercedes,C-Class,2020,63544,6.0,447,2394,Gasoline,Manual,4,6,105211
BMW,5 Series,2020,86311,3.0,217,4334,Gasoline,Automatic,2,4,75913
Volkswagen,Jetta,2014,40034,2.0,218,4372,Gasoline,Automatic,4,4,52428
Volkswagen,Atlas,2016,42550,2.0,160,4083,Gasoline,Automatic,4,4,51754
Ford,F-150,2019,85930,2.5,206,3570,Gasoline,CVT,4,6,61256
BMW,X5,2005,37588,1.5,106,4267,Diesel,Automatic,4,6,37238
Audi,A4,2020,35422,5.0,357,3123,Gasoline,Automatic,4,4,103504
Audi,A4,2006,32654,4.0,257,3748,Gasoline,Automatic,4,4,66689
Mercedes,E-Class,2006,83478,1.5,162,3039,Hybrid,Automatic,4,4,40634
Honda,CR-V,2018,93661,4.0,183,2853,Hybrid,Automatic,4,6,66984
Hyundai,Sonata,2018,18340,3.5,233,3221,Hybrid,Automatic,4,6,83768
Toyota,4Runner,2007,41078,3.0,181,3439,Hybrid,Automatic,4,8,48742
Volkswagen,Golf,2018,36125,5.0,377,2842,Diesel,Automatic,4,4,89373
Honda,Civic,2021,79841,2.0,233,2933,Hybrid,Automatic,4,4,69298
Nissan,Sentra,2008,30384,3.0,292,2781,Gasoline,Automatic,4,6,48581
Mercedes,C-Class,2020,107989,2.5,180,2680,Gasoline,Manual,4,4,70407
Mercedes,GLE,2015,46246,2.0,118,1660,Electric,Manual,4,4,67330
Mercedes,E-Class,2007,45854,5.0,421,3496,Gasoline,Manual,4,6,70611
Toyota,RAV4,2023,113978,3.0,236,2362,Gasoline,Automatic,4,8,67197
Audi,A4,2015,100,3.5,201,3989,Gasoline,Manual,4,4,78981
Audi,A6,2011,79658,3.0,249,3227,Gasoline,Automatic,2,4,69862
Nissan,Rogue,2008,49287,5.0,315,4042,Gasoline,Automatic,2,4,61227
BMW,5 Series,2022,89830,3.0,218,3037,Electric,Automatic,4,4,88488
Mercedes,GLC,2020,41653,6.0,413,3700,Gasoline,Automatic,4,4,111166
Mercedes,E-Class,2008,85058,2.0,138,3252,Hybrid,Automatic,4,4,51049
Chevrolet,Equinox,2009,11369,4.0,303,4084,Gasoline,Automatic,4,4,60306
Toyota,RAV4,2010,30016,6.0,368,3396,Diesel,Automatic,4,6,69774
Mercedes,GLE,2005,86399,2.5,170,3195,Gasoline,CVT,4,4,40663
Chevrolet,Tahoe,2017,76339,3.0,191,4754,Gasoline,Automatic,4,4,58896
Hyundai,Sonata,2021,64873,2.0,210,3681,Gasoline,Automatic,4,6,59190
Audi,Q7,2021,60019,5.0,403,3119,Gasoline,Automatic,4,4,104771
BMW,X3,2019,87802,3.5,266,3212,Hybrid,Automatic,4,4,82871
Hyundai,Elantra,2005,50120,3.5,278,2334,Gasoline,CVT,4,8,44109
Audi,Q7,2010,16276,3.5,203,3297,Electric,Automatic,4,4,74001
Nissan,Altima,2006,80027,2.5,210,3419,Gasoline,CVT,4,6,33994
Honda,Civic,2022,33789,3.0,217,3983,Gasoline,Automatic,4,4,76607
Audi,Q5,2018,44153,3.5,234,3619,Gasoline,CVT,4,4,76003
Ford,Mustang,2010,132483,4.0,307,3844,Gasoline,Automatic,4,6,52345
Hyundai,Sonata,2011,76034,2.5,138,2726,Gasoline,Automatic,4,4,40821
Volkswagen,Atlas,2007,58271,5.0,367,2372,Hybrid,Automatic,4,6,74942
Toyota,Tacoma,2015,91059,2.5,164,4192,Gasoline,Automatic,4,6,54060
Volkswagen,Atlas,2015,98570,4.0,351,3000,Gasoline,Automatic,4,4,62515
Volkswagen,Jetta,2019,57955,2.0,203,4626,Diesel,Automatic,4,6,56468
Honda,Civic,2019,83432,3.0,209,2650,Diesel,Automatic,4,4,58489
Hyundai,Elantra,2020,101378,4.0,296,4148,Gasoline,Manual,4,6,71330
Ford,Escape,2019,35576,5.0,302,3226,Hybrid,Automatic,4,6,92040
Nissan,Sentra,2014,47566,1.5,200,3925,Diesel,Automatic,4,8,47451
Honda,HR-V,2007,96959,3.5,189,3424,Diesel,CVT,4,4,43984
Chevrolet,Tahoe,2011,107640,2.5,239,3260,Gasoline,CVT,4,6,47215
Toyota,4Runner,2017,60546,2.0,147,3295,Hybrid,Automatic,4,8,63167
BMW,3 Series,2022,24055,1.5,113,3330,Gasoline,Automatic,4,4,66486
Audi,Q5,2014,37923,2.0,162,4219,Hybrid,Automatic,4,4,71527
BMW,3 Series,2013,58725,5.0,358,1835,Electric,Automatic,4,8,92199
Volkswagen,Tiguan,2019,50967,6.0,438,3449,Gasoline,Automatic,4,8,95002
Honda,HR-V,2017,111795,4.0,352,3224,Hybrid,Automatic,4,4,74756
Honda,Accord,2011,145894,2.0,127,2608,Gasoline,Automatic,2,4,29037
Mercedes,GLE,2014,70277,2.5,193,4284,Gasoline,Manual,2,4,61516
Nissan,Sentra,2023,72611,3.0,164,4515,Gasoline,Automatic,4,6,67571
Audi,A6,2007,111118,5.0,279,4469,Diesel,Automatic,4,4,65212
Nissan,Sentra,2019,119889,2.0,238,2541,Gasoline,Manual,4,4,55865
Audi,Q7,2020,49026,6.0,358,3562,Electric,CVT,4,6,115252
Volkswagen,Atlas,2020,54507,6.0,399,2763,Diesel,Manual,2,4,90878
Toyota,Corolla,2023,97996,3.0,246,4271,Diesel,Automatic,4,8,74035
Toyota,4Runner,2009,73034,1.5,106,2262,Gasoline,Automatic,4,6,32475
Audi,A4,2021,65528,2.5,235,3548,Gasoline,CVT,4,4,81388
Volkswagen,Jetta,2024,83486,3.5,268,3768,Gasoline,Automatic,4,8,83806
Volkswagen,Golf,2011,14601,4.0,322,3005,Hybrid,Automatic,4,6,74681
Mercedes,E-Class,2005,45234,3.5,341,3447,Gasoline,Automatic,4,8,54969
Audi,Q5,2024,35945,6.0,417,3292,Gasoline,CVT,4,6,112263
BMW,X3,2005,25089,3.5,212,3947,Electric,CVT,4,6,68484
Hyundai,Santa Fe,2005,12188,2.0,161,3963,Hybrid,Automatic,4,4,36575
Ford,Ranger,2024,62138,5.0,291,1184,Gasoline,Automatic,4,4,89248
BMW,X3,2008,43009,6.0,358,3491,Gasoline,Automatic,4,4,80391
BMW,X3,2010,90938,2.5,205,3896,Gasoline,Automatic,4,8,58054
Audi,Q7,2020,27069,3.5,284,4592,Gasoline,Automatic,4,4,86520
Nissan,Rogue,2023,76754,2.5,207,3135,Gasoline,Automatic,4,4,70111
Nissan,Rogue,2015,19995,6.0,409,3573,Gasoline,Automatic,4,4,89683
Volkswagen,Golf,2018,57819,3.0,232,3342,Diesel,Automatic,4,8,68303
Volkswagen,Golf,2007,82929,2.5,185,2842,Gasoline,Automatic,4,6,35634
Volkswagen,Tiguan,2010,68054,4.0,304,4316,Gasoline,Automatic,4,4,59599
Audi,A6,2022,42688,2.5,210,4124,Gasoline,Manual,4,6,75699
Hyundai,Tucson,2021,78948,2.5,162,3534,Gasoline,Automatic,4,4,58202
BMW,3 Series,2011,25845,3.0,219,2810,Gasoline,Manual,4,4,65047
Ford,F-150,2019,44602,3.5,273,3880,Hybrid,Automatic,4,4,83842
Toyota,RAV4,2022,52910,2.5,217,4002,Gasoline,Manual,4,6,65347
Toyota,4Runner,2021,122659,6.0,446,3650,Diesel,Automatic,4,8,91755
Mercedes,E-Class,2014,81622,5.0,349,3660,Gasoline,Automatic,2,8,85099
Hyundai,Elantra,2008,71635,2.5,244,3621,Hybrid,Automatic,4,4,54625
Chevrolet,Tahoe,2009,49679,5.0,345,2706,Gasoline,CVT,4,6,70341
Audi,A6,2018,67704,3.0,159,2788,Gasoline,Automatic,4,6,69555
Nissan,Altima,2012,60642,5.0,321,2851,Hybrid,Automatic,4,8,75793
Ford,Escape,2007,44986,5.0,314,2189,Gasoline,CVT,4,6,56964
Chevrolet,Silverado,2023,78819,4.0,277,2384,Hybrid,Automatic,4,4,86789
BMW,X3,2017,68743,6.0,426,3655,Gasoline,Automatic,2,6,98095
Mercedes,GLC,2020,117714,4.0,239,3968,Gasoline,Automatic,2,4,84375
BMW,5 Series,2022,25035,4.0,325,3579,Gasoline,Automatic,2,4,97966
Ford,Escape,2006,26011,3.0,219,2836,Gasoline,Automatic,4,8,46190
Hyundai,Santa Fe,2011,35831,5.0,376,3905,Gasoline,Automatic,4,4,76047
Audi,Q5,2017,89619,5.0,317,3931,Gasoline,Automatic,4,4,89296
Ford,Explorer,2008,87097,4.0,384,3853,Hybrid,Automatic,4,6,70370
Nissan,Altima,2020,132348,3.5,280,4013,Gasoline,Automatic,4,4,66376
Mercedes,C-Class,2014,56860,6.0,418,3901,Gasoline,Automatic,4,4,92476
Ford,Explorer,2014,58646,6.0,443,4315,Gasoline,CVT,4,4,89436
BMW,X3,2006,79312,6.0,445,3310,Gasoline,Manual,4,8,81144
Volkswagen,Golf,2022,110706,5.0,407,4061,Gasoline,Automatic,4,4,84982
Nissan,Sentra,2015,87866,3.0,256,4128,Gasoline,Automatic,4,4,59881
Hyundai,Sonata,2005,64968,3.5,210,3915,Hybrid,Automatic,2,4,49240
Volkswagen,Jetta,2016,70923,1.5,110,2454,Hybrid,Automatic,4,4,52669
BMW,X3,2013,100,2.5,120,3406,Gasoline,Automatic,4,6,74445
Chevrolet,Tahoe,2011,67932,1.5,80,2313,Gasoline,Automatic,4,8,30629
Toyota,4Runner,2006,85009,4.0,278,3745,Electric,Automatic,4,4,52420
Nissan,Rogue,2008,35004,3.5,148,4005,Hybrid,Automatic,4,4,52555
Nissan,Pathfinder,2016,33760,2.5,195,3676,Gasoline,Automatic,4,6,58459
Audi,A6,2020,78740,6.0,387,3420,Gasoline,Automatic,4,6,103722
Mercedes,E-Class,2021,53893,2.0,167,3527,Electric,Automatic,2,6,82686
Nissan,Rogue,2011,71122,3.0,224,4544,Gasoline,CVT,4,4,44584
Hyundai,Elantra,2013,41190,4.0,283,4212,Gasoline,CVT,4,4,74959
Audi,A6,2013,79253,4.0,277,3542,Diesel,Automatic,4,4,65811
Mercedes,GLC,2013,65069,5.0,373,4537,Hybrid,Automatic,4,4,90371
Honda,CR-V,2020,114407,5.0,299,3129,Gasoline,CVT,4,4,80669
Mercedes,GLE,2005,39717,4.0,324,4255,Hybrid,Automatic,4,4,69942
Volkswagen,Tiguan,2014,66688,2.0,165,2844,Gasoline,Automatic,4,4,40342
Hyundai,Sonata,2022,59432,1.5,128,3305,Hybrid,Automatic,4,8,62980
Honda,Civic,2006,40097,4.0,298,3672,Gasoline,Automatic,4,8,51565
Mercedes,E-Class,2005,36953,2.0,137,4990,Gasoline,Automatic,2,6,40145
Ford,Escape,2011,31238,4.0,305,3526,Gasoline,Automatic,2,4,57762
Audi,Q7,2015,65512,1.5,184,2989,Diesel,Manual,4,4,53459
Mercedes,E-Class,2024,142153,6.0,433,3525,Hybrid,Automatic,4,4,114992
Hyundai,Santa Fe,2006,68888,6.0,411,3855,Gasoline,CVT,4,4,68504
Chevrolet,Malibu,2017,75707,6.0,419,3363,Hybrid,CVT,2,6,100706
Toyota,Camry,2007,67427,4.0,295,2596,Gasoline,Automatic,4,8,48901
Toyota,Highlander,2005,56262,2.0,128,4007,Hybrid,Automatic,4,6,33992
Volkswagen,Golf,2023,76237,2.0,189,3460,Gasoline,Automatic,4,4,63294
Mercedes,GLE,2018,62149,3.0,222,3125,Hybrid,Automatic,4,6,88546
Nissan,Pathfinder,2006,34546,4.0,311,5231,Gasoline,CVT,4,4,57099
Toyota,Highlander,2022,131913,3.5,271,3703,Gasoline,Automatic,4,4,79937
Hyundai,Sonata,2005,28454,2.5,263,4472,Hybrid,CVT,4,4,51824
Honda,Pilot,2017,122614,2.5,230,1873,Gasoline,Automatic,4,4,58699
Chevrolet,Equinox,2021,59164,1.5,125,3494,Gasoline,Automatic,4,4,51787
Audi,Q7,2014,45983,6.0,390,4978,Hybrid,Automatic,4,4,106227
Volkswagen,Jetta,2015,34477,3.5,233,2986,Diesel,Automatic,4,6,66281
Toyota,Camry,2012,53484,6.0,404,3427,Hybrid,Automatic,2,8,82257
Ford,Explorer,2010,121430,6.0,357,2929,Hybrid,Automatic,4,4,80439
BMW,5 Series,2007,78093,4.0,313,2821,Gasoline,Automatic,4,4,63777
Honda,Pilot,2014,35537,4.0,258,4059,Gasoline,Automatic,2,6,69522
Chevrolet,Malibu,2020,51598,1.5,70,2400,Gasoline,Automatic,4,4,43098
Toyota,Camry,2019,84553,2.5,197,4245,Electric,Automatic,4,8,73239
Toyota,Corolla,2009,26037,5.0,345,3793,Gasoline,CVT,4,6,65855
Toyota,Corolla,2017,60442,1.5,112,1988,Hybrid,Automatic,4,6,54723
Audi,A6,2015,109648,1.5,180,2855,Gasoline,CVT,4,4,53856
BMW,3 Series,2007,62194,2.5,203,3041,Gasoline,Automatic,4,6,54376
BMW,3 Series,2007,44498,3.5,316,4437,Diesel,Automatic,2,4,61702
Chevrolet,Tahoe,2006,138118,4.0,315,3073,Gasoline,Automatic,4,6,50030
Mercedes,C-Class,2023,30502,3.0,207,3097,Hybrid,Automatic,4,6,90672
Chevrolet,Tahoe,2010,33460,3.0,216,4700,Gasoline,Automatic,4,4,46517
Chevrolet,Tahoe,2014,39436,4.0,275,3602,Gasoline,Automatic,4,4,66170
Toyota,RAV4,2014,67231,4.0,311,4313,Gasoline,Automatic,4,4,80797
Ford,Explorer,2021,4681,2.5,273,4242,Gasoline,Automatic,4,4,72235
Nissan,Pathfinder,2006,146635,6.0,443,3360,Hybrid,Automatic,2,4,69897
Mercedes,C-Class,2012,122303,3.5,232,2672,Gasoline,Automatic,4,8,62504
Honda,Accord,2016,90725,2.5,212,4374,Hybrid,Automatic,4,6,68650
Mercedes,C-Class,2019,95529,1.5,134,2924,Gasoline,Automatic,4,6,57348
Toyota,Tacoma,2012,141066,3.0,273,4396,Gasoline,Automatic,2,6,43062
Toyota,Tacoma,2007,7659,3.5,168,3773,Gasoline,Automatic,2,8,50609
Honda,Accord,2015,73763,2.0,172,2500,Electric,Automatic,4,8,57161
Toyota,4Runner,2011,82386,3.0,188,3540,Hybrid,CVT,4,4,57510
Audi,A6,2008,27167,1.5,74,3917,Electric,Automatic,4,6,57599
Honda,CR-V,2009,69943,2.5,211,4629,Gasoline,Automatic,4,4,41913
Volkswagen,Tiguan,2011,84115,3.5,293,3515,Gasoline,Automatic,4,8,59674
Volkswagen,Tiguan,2010,83853,3.0,280,3614,Gasoline,Automatic,4,4,50348
Toyota,Tacoma,2010,66750,4.0,249,4547,Gasoline,CVT,4,6,59687
Honda,Civic,2015,30608,3.5,261,3893,Electric,Automatic,4,6,68396
Toyota,Tacoma,2017,87281,2.5,209,4083,Electric,Automatic,4,4,62588
Honda,HR-V,2023,25079,2.0,135,3863,Gasoline,Automatic,4,6,59169
Nissan,Sentra,2006,86740,3.0,226,2822,Diesel,CVT,4,4,31778
Toyota,4Runner,2019,94099,2.0,165,4042,Electric,Automatic,4,4,62040
Mercedes,E-Class,2023,49677,2.0,196,3591,Gasoline,Automatic,4,6,78307
Nissan,Sentra,2012,25150,2.5,189,3902,Gasoline,Automatic,4,4,53117
Toyota,Tacoma,2008,24048,5.0,435,3409,Gasoline,Automatic,4,6,70457
Mercedes,GLC,2021,71705,5.0,369,4281,Gasoline,Automatic,4,4,93581
Audi,Q7,2024,64373,3.5,248,4406,Gasoline,Automatic,4,4,95157
Hyundai,Elantra,2021,59898,4.0,317,2144,Hybrid,Automatic,2,6,91130
Nissan,Sentra,2016,142768,4.0,268,3014,Hybrid,Automatic,2,8,65956
Volkswagen,Golf,2020,139779,5.0,317,3199,Gasoline,Automatic,4,4,77935
BMW,X3,2019,14344,1.5,132,3974,Gasoline,Automatic,4,4,68798
Chevrolet,Equinox,2024,69752,4.0,281,3184,Diesel,Automatic,4,4,90171
BMW,5 Series,2022,20722,2.0,172,4858,Gasoline,Automatic,2,6,76923
Volkswagen,Jetta,2021,58774,3.5,287,2590,Gasoline,Automatic,4,4,68614
Ford,Mustang,2008,68355,4.0,232,3934,Hybrid,Automatic,4,4,66069
Toyota,Tacoma,2022,112002,5.0,335,3453,Gasoline,Automatic,4,6,82043
Volkswagen,Atlas,2012,40258,2.5,220,2967,Electric,Automatic,4,4,60698
Chevrolet,Tahoe,2013,51806,2.5,213,2302,Gasoline,CVT,4,6,53089
Ford,Ranger,2020,90134,3.5,288,4493,Gasoline,Automatic,4,6,74392
Honda,HR-V,2005,52235,3.0,227,3992,Gasoline,CVT,4,4,41713
Nissan,Rogue,2013,74869,5.0,370,4371,Gasoline,Automatic,4,4,74332
Honda,Accord,2010,18613,3.0,263,2744,Gasoline,Automatic,4,8,46656
Ford,Escape,2018,78593,2.5,189,3615,Gasoline,Automatic,4,6,56012
Volkswagen,Atlas,2024,49166,3.0,239,3271,Hybrid,Automatic,4,6,80725
